IP地址,端口,测试服务器(Colo),响应时间(ms),归属地,ISP服务商
43.218.77.16,443,AMS,555,印度尼西亚 Jakarta 雅加达,"Amazon.com, Inc."
46.32.184.64,443,AMS,74,拉脱维亚 Rīga 里加,SIA VEESP
141.147.185.63,443,AMS,1795,日本 Chiba 印西市,Oracle Corporation
45.76.198.248,443,AMS,499,日本 东京都 Minamishinagawa,"The Constant Company, LLC"
216.173.70.192,443,AMS,84,拉脱维亚 Rīga 里加,SIA VEESP
46.32.184.75,443,AMS,75,拉脱维亚 Rīga 里加,SIA VEESP
185.242.106.215,443,AMS,70,拉脱维亚 Rīga 里加,SIA VEESP
5.34.211.94,443,AMS,87,拉脱维亚 Rīga 里加,SIA VEESP
77.73.71.196,443,AMS,84,拉脱维亚 Rīga 里加,SIA VEESP
138.124.182.204,443,AMS,127,拉脱维亚 Rīga 里加,Baykov Ilya Sergeevich
84.21.172.81,443,AMS,68,拉脱维亚 Rīga 里加,Baykov Ilya Sergeevich
195.135.252.139,443,AMS,88,拉脱维亚 Rīga 里加,SIA VEESP
195.135.254.64,443,AMS,73,拉脱维亚 Rīga 里加,SIA VEESP
178.248.75.6,443,AMS,86,拉脱维亚 Rīga 里加,Serva One Ltd
91.197.3.157,443,AMS,86,拉脱维亚 Rīga 里加,SIA VEESP
37.128.205.47,443,AMS,89,拉脱维亚 Rīga 里加,SIA VEESP
194.0.194.7,443,AMS,21,立陶宛,Serverio technologijos MB
195.135.252.244,443,AMS,91,拉脱维亚 Rīga 里加,SIA VEESP
195.181.244.107,443,AMS,65,立陶宛,UAB Interneto vizija
178.248.75.57,443,AMS,92,拉脱维亚 Rīga 里加,Serva One Ltd
176.223.136.90,443,AMS,66,立陶宛 Vilnius City Municipality 维尔纽斯,UAB Interneto vizija
89.40.15.168,443,AMS,81,立陶宛 Vilnius City Municipality 维尔纽斯,UAB Interneto vizija
185.234.66.91,443,AMS,146,摩尔多瓦,WorkTitans B.V.
91.225.219.166,443,AMS,13,摩尔多瓦,WorkTitans B.V.
45.86.86.53,443,AMS,150,摩尔多瓦 Chișinău Municipality 基希讷乌,Alexhost Srl
62.3.12.185,443,AMS,119,摩尔多瓦,WorkTitans B.V.
91.208.162.68,443,AMS,173,摩尔多瓦,Alexhost Srl
5.181.158.96,443,AMS,91,摩尔多瓦 Chișinău Municipality 基希讷乌,MivoCloud SRL
37.128.207.179,443,AMS,89,拉脱维亚 Rīga 里加,SIA VEESP
148.223.138.11,443,AMS,414,墨西哥 Veracruz 韦拉克鲁斯,UNINET
91.208.206.103,443,AMS,116,摩尔多瓦,Alexhost Srl
213.159.76.175,443,AMS,144,摩尔多瓦,WorkTitans B.V.
93.157.106.107,443,AMS,77,摩尔多瓦 Chișinău Municipality 基希讷乌,Alexhost Srl
185.237.185.158,443,AMS,91,立陶宛 Vilnius City Municipality 维尔纽斯,"BrainStorm Network, Inc"
103.113.69.63,443,AMS,74,摩尔多瓦,WorkTitans B.V.
94.232.245.163,443,AMS,15,摩尔多瓦,WorkTitans B.V.
45.144.48.58,443,AMS,53,波兰 Mazovia 华沙,Newserverlife LLC
91.149.253.249,443,AMS,44,波兰 Mazovia 华沙,Baxet Group Inc.
92.42.96.240,443,AMS,24,黑山,"Cloud Hosting Solutions, Limited."
188.116.40.37,443,AMS,68,波兰,Artnet Sp. z o.o.
45.149.63.112,443,AMS,44,波兰 Mazovia 华沙,OVH SAS
38.180.51.120,443,AMS,70,波兰 Pomerania 格但斯克,Artnet Sp. z o.o.
185.104.181.228,443,AMS,84,罗马尼亚,DataNode DC SRL
45.149.63.135,443,AMS,42,波兰 Mazovia 华沙,OVH SAS
82.202.160.148,443,AMS,227,俄罗斯联邦,JSC IOT
45.149.63.235,443,AMS,43,波兰 Mazovia 华沙,OVH SAS
103.231.73.153,443,AMS,121,摩尔多瓦,WorkTitans B.V.
45.67.34.89,443,AMS,79,俄罗斯联邦,WorkTitans B.V.
188.68.223.17,443,AMS,112,俄罗斯联邦,JSC Selectel
91.200.148.120,443,AMS,315,哈萨克斯坦 Almaty Almaty,Jsc timeweb
147.45.245.15,443,AMS,173,俄罗斯联邦,Jsc timeweb
38.180.17.36,443,AMS,118,塞尔维亚 Belgrade 贝尔格莱德,M247 Europe SRL
193.3.23.128,443,AMS,145,俄罗斯联邦 Moscow 莫斯科,Time-host Ltd
185.147.127.120,443,AMS,9,荷兰 South Holland Ottoland,"Timeweb, LLP"
38.180.100.80,443,AMS,117,塞尔维亚 Belgrade 贝尔格莱德,M247 Europe SRL
138.2.64.229,443,AMS,323,新加坡 Loyang,Oracle Corporation
144.24.73.232,443,AMS,539,韩国 Gangwon-do 春川市,Oracle Corporation
168.138.165.174,443,AMS,598,新加坡 Loyang,Oracle Corporation
31.172.74.123,443,AMS,343,荷兰 South Holland 鹿特丹,Fornex Hosting S.L.
143.42.66.91,443,AMS,432,新加坡 新加坡,Akamai Connected Cloud
212.227.90.142,443,AMS,93,西班牙,IONOS SE
13.250.131.37,443,AMS,336,新加坡 新加坡,"Amazon.com, Inc."
45.82.80.96,443,AMS,76,瑞典 Stockholm County 斯德哥尔摩,Internetport Sweden AB
176.124.33.59,443,AMS,1385,波兰 Mazovia 华沙,BlueVPS OU
77.221.143.39,443,AMS,237,瑞典 Stockholm County 斯德哥尔摩,Aeza Group LLC
45.86.229.28,443,AMS,74,西班牙 Madrid 马德里,BlueVPS OU
185.231.204.186,443,AMS,67,俄罗斯联邦,WorkTitans B.V.
93.93.119.91,443,AMS,93,西班牙,IONOS SE
77.221.141.119,443,AMS,184,瑞典 Stockholm County 斯德哥尔摩,Aeza Group LLC
89.22.230.42,443,AMS,155,瑞典 Stockholm County 斯德哥尔摩,Aeza Group LLC
77.91.86.3,443,AMS,126,德国 黑森州 法兰克福,U1 Digital Services Ltd
109.120.132.6,443,AMS,222,瑞典 Stockholm County 斯德哥尔摩,Aeza Group LLC
83.147.254.62,443,AMS,153,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
83.147.254.71,443,AMS,154,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
62.60.152.26,443,AMS,163,伊朗,NetCrafters OU
83.147.254.8,443,AMS,154,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
83.147.254.14,443,AMS,168,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
62.60.159.140,443,AMS,159,瑞典 Stockholm County 斯德哥尔摩,Aeza Group LLC
83.147.254.168,443,AMS,165,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
62.60.152.121,443,AMS,153,伊朗,NetCrafters OU
62.60.152.148,443,AMS,161,伊朗,NetCrafters OU
83.147.254.36,443,AMS,165,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
83.147.254.243,443,AMS,153,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
83.147.254.63,443,AMS,157,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
83.147.254.188,443,AMS,159,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
62.60.250.200,443,AMS,154,伊朗,NetCrafters OU
206.168.213.106,443,AMS,48,瑞典 Stockholm County 斯德哥尔摩,Hostup AB
91.90.193.24,443,AMS,48,瑞士 Geneva 日内瓦,Green Floid LLC
62.60.153.165,443,AMS,155,伊朗,NetCrafters OU
83.147.254.115,443,AMS,155,瑞典 Stockholm County 斯德哥尔摩,NetCrafters OU
194.87.18.92,443,AMS,53,瑞士 Geneva 日内瓦,Baxet Group Inc.
62.60.153.58,443,AMS,460,伊朗,NetCrafters OU
212.34.153.65,443,AMS,20,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
194.246.81.230,443,AMS,22,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
91.192.102.55,443,AMS,39,瑞士 楚格州 Hünenberg,Datasource AG
185.223.93.86,443,AMS,13,荷兰 北荷兰省 阿姆斯特丹,Hosting Solution Ltd.
81.22.132.183,443,AMS,30,荷兰 德伦特省 Meppel,Serva One Ltd
91.192.102.153,443,AMS,37,瑞士 楚格州 Hünenberg,Datasource AG
47.81.9.160,443,AMS,609,泰国 曼谷 曼谷,"Alibaba US Technology Co., Ltd."
194.147.33.13,443,AMS,87,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
89.110.122.3,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
212.193.1.208,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
185.103.255.196,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
82.115.6.111,443,AMS,24,荷兰 北荷兰省 阿姆斯特丹,SIA VEESP
86.107.197.161,443,AMS,30,荷兰 弗莱福兰省 Dronten,MVPS LTD
103.45.247.67,443,AMS,16,荷兰 北荷兰省 阿姆斯特丹,Kamatera Inc
45.85.93.49,443,AMS,61,瑞士 Geneva 日内瓦,Serva One Ltd
185.94.165.207,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
147.45.135.207,443,AMS,44,荷兰 北荷兰省 阿姆斯特丹,"Timeweb, LLP"
46.8.229.48,443,AMS,24,荷兰 北荷兰省 阿姆斯特丹,Cgi Global Limited
194.58.68.145,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
37.48.90.120,443,AMS,35,荷兰 北荷兰省 阿姆斯特丹,LeaseWeb Netherlands B.V.
5.180.182.128,443,AMS,16,荷兰 北荷兰省 阿姆斯特丹,Kamatera Inc
93.113.171.31,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
89.150.35.129,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Clodo Cloud Service Co. L.L.C
185.36.143.166,443,AMS,58,荷兰 德伦特省 Meppel,Brainoza OU
89.110.78.173,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
89.110.125.45,443,AMS,19,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
81.22.132.136,443,AMS,1333,荷兰 德伦特省 Meppel,Serva One Ltd
146.103.33.57,443,AMS,32,荷兰 德伦特省 Meppel,Serva One Ltd
89.110.123.23,443,AMS,312,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
89.110.127.203,443,AMS,15,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
188.212.124.32,443,AMS,18,荷兰 弗莱福兰省 Dronten,MVPS LTD
93.113.171.95,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
80.76.35.73,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
212.111.82.92,443,AMS,19,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
163.5.207.235,443,AMS,36,荷兰 德伦特省 Meppel,Serva One Ltd
195.133.38.227,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,NKtelecom INC
46.17.102.93,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
185.94.164.160,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
185.94.165.183,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
45.155.249.66,443,AMS,18,荷兰 South Holland 鹿特丹,servinga GmbH
93.183.91.227,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
195.58.50.233,443,AMS,3423,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
86.107.197.239,443,AMS,25,荷兰 弗莱福兰省 Dronten,MVPS LTD
2.59.183.210,443,AMS,30,荷兰 德伦特省 Meppel,Serva One Ltd
147.45.145.101,443,AMS,15,荷兰 北荷兰省 阿姆斯特丹,"Timeweb, LLP"
194.164.32.32,443,AMS,20,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
146.0.73.202,443,AMS,14,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
89.110.67.172,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
193.160.96.232,443,AMS,19,荷兰 北荷兰省 阿姆斯特丹,REBA Communications BV
38.180.133.83,443,AMS,32,荷兰 北荷兰省 阿姆斯特丹,Scalaxy B.V.
45.88.67.65,443,AMS,13,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
185.23.238.76,443,AMS,51,荷兰 弗莱福兰省 Dronten,Anton Levin
146.0.79.50,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
193.160.96.234,443,AMS,23,荷兰 北荷兰省 阿姆斯特丹,REBA Communications BV
194.58.68.74,443,AMS,13,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
185.243.112.197,443,AMS,13,荷兰,Access2.IT Group B.V.
195.200.16.44,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
188.119.113.222,443,AMS,29,荷兰 北荷兰省 Amsterdam-Zuidoost,WorkTitans B.V.
93.183.124.129,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
185.198.166.182,443,AMS,28,荷兰 弗莱福兰省 Dronten,Green Floid LLC
89.110.66.154,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
2.59.183.114,443,AMS,37,荷兰 德伦特省 Meppel,Serva One Ltd
77.238.247.93,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
212.34.152.224,443,AMS,29,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
77.238.248.80,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
2.59.183.181,443,AMS,39,荷兰 德伦特省 Meppel,Serva One Ltd
64.225.68.226,443,AMS,10,美国,"DigitalOcean, LLC"
185.209.22.164,443,AMS,17,荷兰 弗莱福兰省 Dronten,NovoServe B.V.
89.35.131.5,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,SOLLUTIUM EU Sp z.o.o.
45.88.76.184,443,AMS,22,荷兰 北荷兰省 Oude Meer,Podaon SIA
45.138.25.67,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Itglobal.com Nl B.v.
217.144.189.127,443,AMS,120,荷兰 北荷兰省 阿姆斯特丹,Aeza Group LLC
2.59.183.198,443,AMS,34,荷兰 德伦特省 Meppel,Serva One Ltd
45.135.180.190,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,SOLLUTIUM EU Sp z.o.o.
5.35.46.168,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
31.59.129.67,443,AMS,20,荷兰 北荷兰省 阿姆斯特丹,Wojciech Czapkowicz
185.213.211.29,443,AMS,14,荷兰,NovoServe B.V.
23.108.217.62,443,AMS,13,荷兰,"Servers.com, Inc."
46.29.239.19,443,AMS,36,荷兰 北荷兰省 阿姆斯特丹,Livi Hosting Ltd
87.239.250.252,443,AMS,79,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
79.137.205.248,443,AMS,604,荷兰 北荷兰省 阿姆斯特丹,Aeza Group LLC
45.130.22.18,443,AMS,23,荷兰 北荷兰省 阿姆斯特丹,Owl Limited
45.149.235.29,443,AMS,137,德国,Serv.host Group Ltd
185.246.155.198,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Melbikomas UAB
46.17.99.222,443,AMS,20,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
82.115.6.93,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,SIA VEESP
45.149.235.55,443,AMS,113,德国,Serv.host Group Ltd
78.142.230.76,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,xTom GmbH
45.144.154.195,443,AMS,32,荷兰 弗莱福兰省 Dronten,Anton Levin
45.144.154.236,443,AMS,36,荷兰 弗莱福兰省 Dronten,Anton Levin
66.248.207.96,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
45.133.117.185,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,Hizakura B.V.
87.239.250.142,443,AMS,185,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
46.30.46.217,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
77.238.254.35,443,AMS,42,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
89.110.70.127,443,AMS,15,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
89.110.118.183,443,AMS,14,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
45.132.107.196,443,AMS,10,荷兰 北荷兰省 Oude Meer,Podaon SIA
82.115.6.231,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,SIA VEESP
66.248.207.52,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
95.142.41.131,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
87.239.251.89,443,AMS,197,荷兰 北荷兰省 阿姆斯特丹,First Server Limited
45.144.154.149,443,AMS,24,荷兰 弗莱福兰省 Dronten,Anton Levin
94.103.81.63,443,AMS,155,荷兰,Servers Tech Fzco
94.177.51.198,443,AMS,28,荷兰 弗莱福兰省 Dronten,Anton Levin
109.120.142.219,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
62.60.245.69,443,AMS,111,伊朗,NetCrafters OU
103.102.228.10,443,AMS,25,荷兰 弗莱福兰省 Dronten,Anton Levin
95.164.90.133,443,AMS,49,荷兰 北荷兰省 阿姆斯特丹,Kutumova Olena
138.124.3.235,443,AMS,27,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
62.60.245.7,443,AMS,94,伊朗,NetCrafters OU
91.232.114.148,443,AMS,9,荷兰,Telemagic B.V.
146.0.73.211,443,AMS,14,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
166.1.22.116,443,AMS,15,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
62.60.247.217,443,AMS,94,伊朗,NetCrafters OU
194.15.46.50,443,AMS,74,荷兰 北荷兰省 Oude Meer,Podaon SIA
93.183.91.207,443,AMS,32,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
178.208.90.72,443,AMS,26,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
185.186.244.116,443,AMS,13,荷兰 北荷兰省 阿姆斯特丹,Webzilla B.V.
93.183.90.7,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
185.204.52.112,443,AMS,14,荷兰 South Holland Naaldwijk,EUROHOSTER Ltd.
185.130.225.38,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
178.208.77.191,443,AMS,17,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
185.209.161.243,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Hosting Solution Ltd.
193.233.16.39,443,AMS,23,荷兰 北荷兰省 阿姆斯特丹,International Hosting Company Limited
178.208.82.119,443,AMS,22,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
91.232.114.118,443,AMS,17,荷兰,Telemagic B.V.
176.222.55.84,443,AMS,20,荷兰 北荷兰省 阿姆斯特丹,Hostkey B.v.
178.208.78.77,443,AMS,11,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
185.157.214.199,443,AMS,14,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
178.130.41.133,443,AMS,12,荷兰 北荷兰省 阿姆斯特丹,Servers Tech Fzco
195.54.175.160,443,AMS,19,荷兰 北荷兰省 阿姆斯特丹,Scalaxy B.V.
206.189.107.74,443,AMS,9,美国,"DigitalOcean, LLC"
195.58.50.12,443,AMS,17,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
185.209.162.35,443,AMS,16,荷兰 北荷兰省 阿姆斯特丹,Hosting Solution Ltd.
178.208.65.85,443,AMS,324,荷兰 北荷兰省 阿姆斯特丹,Iron Hosting Centre LTD
158.180.12.117,443,AMS,9,荷兰 北荷兰省 阿姆斯特丹,Oracle Corporation
188.227.85.18,443,AMS,15,荷兰 北荷兰省 阿姆斯特丹,Itglobal.com Nl B.v.
45.89.52.247,443,AMS,202,俄罗斯联邦,WorkTitans B.V.
141.98.118.80,443,AMS,120,土耳其 伊斯坦布尔 伊斯坦布尔,Hostigger INC.
195.133.38.54,443,AMS,16,荷兰 北荷兰省 阿姆斯特丹,NKtelecom INC
94.131.123.74,443,AMS,212,土耳其 伊斯坦布尔 伊斯坦布尔,WorkTitans B.V.
212.192.215.163,443,AMS,10,荷兰 北荷兰省 阿姆斯特丹,Baxet Group Inc.
185.66.164.51,443,AMS,29,英国,Iomart Managed Services Limited
188.166.43.205,443,AMS,8,荷兰 北荷兰省 阿姆斯特丹,"DigitalOcean, LLC"
91.149.238.88,443,AMS,21,英国 英格兰 伦敦,Baxet Group Inc.
194.58.33.218,443,AMS,20,德国 黑森州 法兰克福,International Hosting Company Limited
57.129.137.81,443,AMS,30,英国 Bexley Bexley,OVH SAS
57.129.137.62,443,AMS,30,英国 Bexley Bexley,OVH SAS
91.218.212.223,443,AMS,106,乌克兰,TOV 'Dream Line Holding'
176.97.66.175,443,AMS,551,阿联酋 Dubai 迪拜,M247 Europe SRL
57.129.137.49,443,AMS,33,英国 Bexley Bexley,OVH SAS
57.129.137.68,443,AMS,31,英国 Bexley Bexley,OVH SAS
57.129.137.77,443,AMS,30,英国 Bexley Bexley,OVH SAS
57.129.137.75,443,AMS,31,英国 Bexley Bexley,OVH SAS
57.129.137.220,443,AMS,30,英国 Bexley Bexley,OVH SAS
57.129.137.203,443,AMS,30,英国 Bexley Bexley,OVH SAS
185.169.107.48,443,AMS,55,荷兰 弗莱福兰省 Dronten,Digital City FZE
57.129.137.209,443,AMS,42,英国 Bexley Bexley,OVH SAS
57.129.137.204,443,AMS,29,英国 Bexley Bexley,OVH SAS
57.129.137.92,443,AMS,29,英国 Bexley Bexley,OVH SAS
91.199.32.11,443,AMS,35,英国 英格兰 伦敦,OVH SAS
57.129.137.201,443,AMS,30,英国 Bexley Bexley,OVH SAS
129.213.22.27,443,AMS,188,美国 弗吉尼亚州 阿什本,Oracle Corporation
57.129.137.239,443,AMS,39,英国 Bexley Bexley,OVH SAS
57.129.137.218,443,AMS,30,英国 Bexley Bexley,OVH SAS
154.17.29.80,443,AMS,409,美国 加州 洛杉矶,DMIT Cloud Services
132.145.217.215,443,AMS,188,美国 弗吉尼亚州 阿什本,Oracle Corporation
91.199.32.86,443,AMS,34,英国 英格兰 伦敦,OVH SAS
74.48.140.177,443,AMS,303,美国 加州 洛杉矶,MULTACOM CORPORATION
45.144.232.74,443,AMS,5146,荷兰 弗莱福兰省 Dronten,Baykov Ilya Sergeevich
45.8.157.39,443,AMS,184,美国 新泽西州 Newark,NKtelecom INC
23.227.193.153,443,AMS,226,美国 伊利诺伊州 芝加哥,"HIVELOCITY, Inc."
38.60.91.95,443,AMS,325,美国 加州 洛杉矶,FASTNET DATA INC
63.142.251.8,443,AMS,255,美国 得克萨斯州 Dallas,"Nodisto IT, LLC"
91.90.195.38,443,AMS,167,美国 纽约州 New York,Green Floid LLC
156.154.245.84,443,AMS,7,美国,"Vercara, LLC"
104.168.146.122,443,AMS,270,美国,Hostwinds LLC.
95.164.62.196,443,AMS,37,美国 新泽西州 哈肯萨克,WorkTitans B.V.
129.159.84.71,443,AMS,201,美国 弗吉尼亚州 阿什本,Oracle Corporation
83.147.253.18,443,AMS,94,美国,NetCrafters OU
107.182.30.199,443,AMS,316,美国 加州 洛杉矶,IT7 Networks Inc
150.241.123.57,443,AMS,33,美国,DpkgSoft International Limited
156.154.208.11,443,AMS,9,美国,"Vercara, LLC"
83.147.253.21,443,AMS,90,美国,NetCrafters OU
184.95.40.67,443,AMS,284,美国,SECURED SERVERS LLC
84.32.44.80,443,AMS,317,美国 加州 洛杉矶,Hosteons Pte. Ltd.
23.95.189.91,443,AMS,229,美国 纽约州 水牛城,HostPapa
198.57.46.6,443,AMS,282,美国 Colorado 丹佛,"Handy Networks, LLC"
172.86.73.221,443,AMS,252,美国 得克萨斯州 Dallas,RouterHosting LLC
193.233.204.4,443,AMS,276,美国 得克萨斯州 Dallas,Baxet Group Inc.
192.80.63.51,443,AMS,281,美国,Perfecto Mobile Inc
209.124.84.15,443,AMS,190,美国,"A2 Hosting, Inc."
104.234.50.115,443,AMS,192,美国 弗吉尼亚州 Warrenton,OVH SAS
209.237.135.93,443,AMS,216,美国,"Network Solutions, LLC"
198.160.7.51,443,AMS,190,美国,Perfecto Mobile Inc
64.181.227.82,443,AMS,334,美国 加州 San Jose,Oracle Corporation
192.9.156.27,443,AMS,304,美国 加州 San Jose,Oracle Corporation
66.135.6.8,443,AMS,182,美国 新泽西州 Piscataway,"The Constant Company, LLC"
146.235.199.164,443,AMS,316,美国 加州 San Jose,Oracle Corporation
103.15.90.134,443,AMS,531,越南,VNPT Corp
123.58.199.241,443,AMS,441,越南 胡志明市 胡志明市,UCLOUD INFORMATION TECHNOLOGY HK LIMITED
74.48.89.211,443,AMS,5297,美国 加州 洛杉矶,MULTACOM CORPORATION
